title,release,revenue,budget,rating,genres,country
Shrek 2,2004-05-19,919838758.0,150000000.0,6.7,Adventure,US
The Day After Tomorrow,2004-05-26,544272402.0,125000000.0,6.2,Action,US
Raising Helen,2004-05-27,49718611.0,50000000.0,5.9,Drama,US
Soul Plane,2004-05-28,14822346.0,16000000.0,4.7,Romance,US
Harry Potter and the Prisoner of Azkaban,2004-05-31,789804554.0,130000000.0,7.7,Adventure,UK
The Chronicles of Riddick,2004-06-11,115772733.0,105000000.0,6.3,Action,US
Garfield,2004-06-10,200804534.0,50000000.0,5.2,Animation,US
The Stepford Wives,2004-06-10,102000000.0,90000000.0,5.4,Action,US
Napoleon Dynamite,2004-06-11,46118097.0,400000.0,6.7,Comedy,US
City of Joy,1992-04-15,14683921.0,27000000.0,6.3,Drama,France
The Doctor,1991-07-24,38120905.0,12000000.0,6.6,Drama,US
Sands of Iwo Jima,1949-12-14,7800000.0,1000000.0,6.2,Action,US
Super Size Me,2004-01-17,28575078.0,65000.0,6.6,Documentary,US
The Hitcher,1986-02-21,5844868.0,6000000.0,6.9,Action,US
The Terminal,2004-06-17,219417255.0,60000000.0,7.1,Comedy,US
White Chicks,2004-06-23,113086475.0,37000000.0,6.3,Comedy,US
The Notebook,2004-06-25,115603229.0,29000000.0,7.7,Romance,US
Two Brothers,2004-04-07,62172050.0,74500000.0,6.9,Adventure,France
Bob & Carol & Ted & Alice,1969-09-17,30000000.0,2000000.0,6.2,Comedy,US
Rapa Nui,1994-09-09,305070.0,20000000.0,6.2,Adventure,US
Juice,1992-01-17,20146880.0,5000000.0,7.0,Action,US
Taxi 3,2003-01-29,65497208.0,14500000.0,5.5,Action,France
Overboard,1987-12-16,26713187.0,1880006.0,6.7,Comedy,US
Hard Times,1975-09-04,5000000.0,2700000.0,6.7,Drama,US
The Last Starfighter,1984-07-13,28733290.0,15000000.0,6.5,Adventure,US
Spider-Man 2,2004-06-25,783766341.0,200000000.0,6.7,Action,US
Before Sunset,2004-02-10,15992615.0,2700000.0,7.6,Drama,US
Anchorman: The Legend of Ron Burgundy,2004-07-09,90574188.0,26000000.0,6.7,Comedy,US
"I, Robot",2004-07-15,347234916.0,120000000.0,6.7,Action,US
How the West Was Won,1962-11-01,50000000.0,15000000.0,6.6,History,US
Catwoman,2004-07-22,82102379.0,100000000.0,4.2,Action,US
A Home at the End of the World,2004-07-23,1548955.0,6500000.0,6.8,Romance,US
A Woman Is a Woman,1961-09-06,100655.0,160000.0,7.5,Comedy,France
The Manchurian Candidate,2004-07-30,96105964.0,80000000.0,6.2,Drama,US
Thunderbirds,2004-07-23,28283637.0,57000000.0,4.2,Action,UK
The Village,2004-07-30,256697520.0,60000000.0,6.2,Drama,US
Garden State,2004-07-28,26781723.0,2500000.0,7.1,Comedy,US
Collateral,2004-08-04,217764291.0,65000000.0,7.0,Drama,US
Little Black Book,2004-08-06,22034832.0,35000000.0,5.2,Comedy,US
Harold & Kumar Go to White Castle,2004-05-30,23936908.0,9000000.0,6.6,Comedy,US
The Princess Diaries 2: Royal Engagement,2004-08-06,95149435.0,40000000.0,6.0,Comedy,US
We Don't Live Here Anymore,2004-01-20,2037545.0,3000000.0,5.8,Drama,US
Without a Paddle,2004-08-20,69631118.0,19000000.0,5.3,Action,US
Exorcist: The Beginning,2004-08-20,78000586.0,80000000.0,4.7,Horror,US
Anacondas: The Hunt for the Blood Orchid,2004-08-26,70992898.0,20000000.0,4.9,Adventure,US
Vanity Fair,2004-09-01,16123851.0,23000000.0,5.5,Drama,UK
Paparazzi,2004-09-03,16605763.0,20000000.0,5.8,Action,US
Wicker Park,2004-09-03,13001257.0,30000000.0,6.7,Drama,US
Night of the Demons,1988-10-14,3109904.0,1200000.0,6.1,Horror,US
Resident Evil: Apocalypse,2004-09-10,129394835.0,45000000.0,6.1,Horror,UK
Mr. 3000,2004-06-15,21800302.0,30000000.0,5.0,Comedy,US
Sky Captain and the World of Tomorrow,2004-09-17,57958696.0,70000000.0,5.7,Mystery,UK
Wimbledon,2004-09-13,41512007.0,31000000.0,6.0,Comedy,France
The Forgotten,2004-09-24,117575636.0,42000000.0,5.5,Crime,US
A Dirty Shame,2004-09-12,1914166.0,15000000.0,5.4,Comedy,US
Shaun of the Dead,2004-04-09,30039392.0,4000000.0,7.5,Horror,UK
Orca: The Killer Whale,1977-07-22,14717854.0,6000000.0,5.5,Drama,US
1492: Conquest of Paradise,1992-10-09,7191399.0,47000000.0,6.1,Action,France
Shark Tale,2004-09-20,367275019.0,75000000.0,5.8,Animation,US
Ladder 49,2004-10-01,74541707.0,60000000.0,6.2,Drama,US
Raise Your Voice,2004-08-10,14867514.0,15000000.0,6.0,Music,US
Taxi,2004-10-06,36609966.0,25000000.0,4.8,Thriller,France
Shall We Dance?,2004-10-15,170128460.0,50000000.0,5.9,Drama,US
Cannonball,1976-07-06,1500000.0,780000.0,5.7,Action,US
Friday Night Lights,2004-10-08,61255921.0,30000000.0,7.0,Drama,US
Surviving Christmas,2004-09-21,14793624.0,45000000.0,5.1,Comedy,US
Alfie,2004-10-22,13395939.0,60000000.0,5.5,Comedy,UK
Sideways,2004-10-22,109502303.0,16000000.0,6.9,Comedy,US
The Machinist,2004-02-09,8203235.0,5000000.0,7.3,Thriller,US
Saw,2004-10-01,103911669.0,1200000.0,7.2,Horror,US
Ray,2004-10-29,124731534.0,40000000.0,7.2,Drama,US
The Incredibles,2004-11-05,631442092.0,92000000.0,7.4,Action,US
The Polar Express,2004-11-10,305875730.0,165000000.0,6.4,Adventure,US
After the Sunset,2004-11-12,61347797.0,60000000.0,6.0,Action,US
Bridget Jones: The Edge of Reason,2004-11-10,40203020.0,50000000.0,6.1,Comedy,France
Finding Neverland,2004-10-17,116766556.0,25000000.0,7.2,Drama,UK
National Treasure,2004-11-19,347451894.0,100000000.0,6.4,Adventure,US
The SpongeBob SquarePants Movie,2004-11-14,140161792.0,30000000.0,6.7,Animation,US
Alexander,2004-11-21,167298192.0,155000000.0,5.6,War,France
Closer,2004-12-01,115505027.0,27000000.0,6.7,Drama,US
Ocean's Twelve,2004-12-09,362744280.0,110000000.0,6.4,Thriller,US
Blade: Trinity,2004-12-08,128905366.0,65000000.0,5.7,Science Fiction,US
The Bellboy,1960-07-20,10000000.0,900000.0,6.1,Comedy,US
Cinderfella,1960-12-18,7100000.0,3000000.0,6.7,Comedy,US
Fire in the Sky,1993-03-12,19724334.0,19885552.0,6.5,Drama,US
The Big Parade,1925-11-05,22000000.0,245000.0,7.0,Drama,US
She Done Him Wrong,1933-02-09,2200000.0,200000.0,5.2,Comedy,US
The Informer,1935-05-09,950000.0,243000.0,6.5,Drama,US
3 Godfathers,1948-12-01,2841000.0,1243000.0,6.1,Action,US
Fort Apache,1948-03-26,3000000.0,2500000.0,6.8,Western,US
Annie Get Your Gun,1950-05-17,8000000.0,3768785.0,7.3,Action,US
The Nun's Story,1959-06-18,12800000.0,3500000.0,7.4,Drama,US
Mutiny on the Bounty,1962-11-08,13680000.0,19000000.0,6.5,Adventure,US
Dracula: Prince of Darkness,1966-01-09,364937.0,280379.0,6.1,Horror,UK
Major Dundee,1965-04-07,14873.0,3800000.0,6.2,War,US
The Train,1964-09-21,6800000.0,5800000.0,7.2,Action,France
The Bride Wore Black,1968-03-22,44566.0,747000.0,7.3,Mystery,France
Point Blank,1967-08-30,3200000.0,2500000.0,7.1,Action,US
Zabriskie Point,1970-02-09,1000000.0,7000000.0,7.1,Drama,US
Sweet Sweetback's Baadasssss Song,1971-04-23,15200000.0,150000.0,4.7,Action,US
"Farewell, My Lovely",1975-08-08,2000000.0,2500000.0,6.8,Crime,US
Silver Streak,1976-12-03,51079064.0,6500000.0,6.8,Comedy,US
High Anxiety,1977-12-25,31063038.0,3400000.0,6.5,Comedy,US
Sorcerer,1977-06-24,12000000.0,22000000.0,7.5,Action,US
The In-Laws,1979-06-15,38200000.0,9000000.0,6.7,Action,US
Blue Thunder,1983-02-05,42313354.0,22000000.0,5.9,Science Fiction,US
Rumble Fish,1983-10-20,2494480.0,10000000.0,6.8,Action,US
Twilight Zone: The Movie,1983-06-24,29450919.0,10000000.0,6.2,Drama,US
Club Paradise,1986-07-11,12308521.0,15000000.0,4.3,Comedy,US
Prince of Darkness,1987-10-23,14182492.0,3000000.0,6.6,Horror,US
Prison,1988-03-04,354704.0,1300000.0,6.7,Crime,US
Cry-Baby,1990-04-05,8266343.0,11000000.0,6.4,Comedy,US
Frankenhooker,1990-06-01,205068.0,2500000.0,5.7,Comedy,US
Hard to Kill,1990-02-09,47410000.0,10000000.0,5.6,Action,US
Havana,1990-12-11,9243140.0,40000000.0,5.5,Drama,US
Lionheart,1990-06-07,24078196.0,6000000.0,5.9,Action,US
Dutch,1991-07-19,4603929.0,17000000.0,6.4,Comedy,US
Mannequin Two: On the Move,1991-01-07,3752426.0,13000000.0,4.6,Fantasy,US
Out for Justice,1991-04-12,39673161.0,14000000.0,5.9,Action,US
Diggstown,1992-08-14,4836637.0,17000000.0,6.5,Action,US
Beowulf,1999-04-01,1531251.0,20000000.0,4.4,Action,US
Spanglish,2004-12-17,55041367.0,80000000.0,5.8,Comedy,US
The Interpreter,2005-04-08,162944923.0,80000000.0,6.2,Crime,France
Open Water,2004-08-06,54667954.0,130000.0,5.3,Drama,US
Layer Cake,2004-09-30,11850214.0,6500000.0,7.0,Drama,UK
Flight of the Phoenix,2004-12-17,21009180.0,45000000.0,5.7,Action,US
Mean Creek,2004-01-15,603943.0,500000.0,6.9,Crime,US
The Ring Two,2005-03-17,161451538.0,50000000.0,5.5,Drama,US
She Hate Me,2004-07-30,365134.0,8000000.0,5.1,Comedy,US
Born into Brothels,2004-12-08,3515061.0,350000.0,6.7,Documentary,US
A Scanner Darkly,2006-05-25,7659918.0,8700000.0,6.8,Animation,US
Million Dollar Baby,2004-12-15,216763646.0,30000000.0,7.7,Drama,US
The Life Aquatic with Steve Zissou,2004-12-10,34808403.0,50000000.0,7.1,Adventure,US
The Aviator,2004-12-17,102000000.0,116000000.0,7.0,Drama,US
The Phantom of the Opera,2004-12-08,154648887.0,70000000.0,7.0,Music,UK
Meet the Fockers,2004-12-22,516642939.0,80000000.0,6.1,Comedy,US
Testament,1983-11-04,2044892.0,1500000.0,6.3,Action,US
Hell's Angels,1930-11-15,8000000.0,3950000.0,6.1,Action,US
Sergeant York,1941-07-02,16361885.0,1400000.0,7.1,Action,US
Wizards,1977-02-09,9000000.0,1200000.0,6.4,Animation,US
Racing Stripes,2005-01-06,93772522.0,30000000.0,5.1,Comedy,US
A Star Is Born,1976-12-16,161000000.0,6000000.0,5.7,Drama,US
The Chase,1994-03-04,8009329.0,26000000.0,5.6,Comedy,US
Assault on Precinct 13,2005-01-19,35294470.0,30000000.0,6.0,Thriller,US
Are We There Yet?,2005-01-20,97918663.0,32000000.0,5.2,Adventure,US
Hide and Seek,2005-01-27,122644820.0,25000000.0,6.1,Horror,US
Boogeyman,2005-02-04,67192859.0,20000000.0,4.6,Thriller,US
The Wedding Date,2005-02-04,47175038.0,15000000.0,6.2,Comedy,US
Double Dragon,1994-11-04,2341309.0,3500000.0,3.9,Action,US
Hitch,2005-02-10,368100420.0,70000000.0,6.3,Comedy,US
Because of Winn-Dixie,2005-02-18,32645546.0,14000000.0,6.1,Comedy,US
Samson and Delilah,1949-12-21,11500000.0,3000000.0,6.1,Drama,US
Be Cool,2005-03-04,95226116.0,53000000.0,5.4,Comedy,US
Robots,2005-03-10,260696994.0,75000000.0,6.0,Animation,US
Once Upon a Forest,1993-06-18,6582052.0,13000000.0,6.2,Animation,UK
The Green Berets,1968-07-04,11000000.0,7000000.0,5.8,War,US
Ice Princess,2005-03-17,27645491.0,25000000.0,5.9,Drama,US
Guess Who,2005-03-25,68915888.0,35000000.0,5.5,Comedy,US
The Ballad of Jack and Rose,2005-03-25,712294.0,1500000.0,6.5,Drama,US
Sin City,2005-04-01,158733820.0,40000000.0,7.2,Action,US
Beauty Shop,2005-06-02,36351350.0,25000000.0,5.4,Comedy,US
Rhinestone,1984-06-22,21435321.0,28000000.0,4.9,Comedy,US
The Hitchhiker's Guide to the Galaxy,2005-01-15,104478416.0,50000000.0,6.6,Adventure,US
The Amityville Horror,2005-04-15,108047131.0,19000000.0,6.0,Horror,US
The Frisco Kid,1979-07-06,9346177.0,9200000.0,6.0,Western,US
A Lot Like Love,2005-04-22,42886719.0,30000000.0,6.5,Comedy,US
xXx: State of the Union,2005-04-27,71073932.0,60000000.0,4.7,Action,US
House of Wax,2005-04-30,68766121.0,40000000.0,5.5,Horror,US
Unleashed,2005-02-02,50871113.0,45000000.0,6.6,Action,France
Star Wars: Episode III - Revenge of the Sith,2005-05-17,850000000.0,113000000.0,7.1,Science Fiction,US
Kicking & Screaming,2005-05-13,56070433.0,45000000.0,5.6,Romance,US
Monster-in-Law,2005-05-13,154749918.0,43000000.0,5.6,Romance,US
9 Songs,2004-07-16,1574623.0,1000000.0,5.1,Drama,UK
Madagascar,2005-05-25,532680671.0,75000000.0,6.6,Family,US
Dominion: Prequel to the Exorcist,2005-05-20,251495.0,30000000.0,4.8,Horror,US
The Longest Yard,2005-05-19,190320568.0,82000000.0,6.2,Comedy,US
Most Wanted,1997-10-10,11838218.0,25000000.0,5.8,Action,US
Cinderella Man,2005-06-02,108539911.0,88000000.0,7.3,Romance,US
The Sisterhood of the Traveling Pants,2005-06-01,39053061.0,25000000.0,6.3,Drama,US
Mr. & Mrs. Smith,2005-06-07,478207520.0,110000000.0,6.5,Action,US
The Adventures of Sharkboy and Lavagirl,2005-06-10,69425966.0,50000000.0,4.4,Adventure,US
Quo Vadis,1951-11-08,30000000.0,8250000.0,7.0,Drama,US
Batman Begins,2005-06-10,374218673.0,150000000.0,7.5,Action,UK
Herbie Fully Loaded,2005-06-22,66002004.0,50000000.0,5.1,Comedy,US
Bewitched,2005-06-21,131426169.0,85000000.0,4.8,Comedy,US
Somebody Up There Likes Me,1956-07-03,3360000.0,1920000.0,6.8,Drama,US
War of the Worlds,2005-06-28,591739379.0,132000000.0,6.2,Adventure,US
March of the Penguins,2005-01-26,127392239.0,8000000.0,6.9,Documentary,France
Rebound,2005-07-01,16809014.0,45000000.0,5.2,Comedy,US
Dark Water,2005-06-27,25473093.0,30000000.0,5.3,Drama,US
Murderball,2005-07-22,1750211.0,300000.0,6.9,Documentary,US
Wedding Crashers,2005-07-14,285176741.0,40000000.0,6.4,Comedy,US
Russian Dolls,2005-06-15,23727301.0,13000000.0,6.8,Comedy,France
Hustle & Flow,2005-07-22,23563727.0,8000000.0,6.9,Drama,US
Hardware,1990-09-14,5728953.0,1500000.0,5.6,Horror,UK
The Island,2005-07-20,162949164.0,126000000.0,6.5,Action,US
Bad News Bears,2005-07-22,34252847.0,30000000.0,5.7,Comedy,US
Sky High,2005-07-29,86369815.0,35000000.0,5.8,Adventure,US
Stealth,2005-07-28,76932943.0,135000000.0,4.9,Action,US
Must Love Dogs,2005-07-21,58405313.0,30000000.0,5.8,Romance,US
Serenity,2005-08-25,38869464.0,39000000.0,7.4,Science Fiction,US
Broken Flowers,2005-05-17,45742101.0,10000000.0,6.8,Comedy,France
The Heart is Deceitful Above All Things,2004-09-15,176153.0,74050.0,5.7,Drama,US
The Dukes of Hazzard,2005-08-05,110803676.0,50000000.0,5.1,Action,US
Deuce Bigalow: European Gigolo,2005-08-06,22400154.0,22000000.0,4.6,Comedy,US
Four Brothers,2005-08-11,92374674.0,45000000.0,6.7,Action,US
The Great Raid,2005-08-12,10166502.0,80000000.0,6.8,Action,US
The 40 Year Old Virgin,2005-08-11,109449237.0,26000000.0,6.2,Comedy,US
Red Eye,2005-08-04,57891803.0,26000000.0,6.2,Horror,US
Valiant,2005-03-25,19478106.0,35000000.0,5.2,Animation,UK
Transporter 2,2005-08-02,85167639.0,32000000.0,6.2,Action,France
Just Like Heaven,2005-09-16,102854431.0,58000000.0,6.5,Comedy,US
Proof,2005-09-05,7535331.0,20000000.0,6.2,Drama,US
Lord of War,2005-09-16,24127895.0,42000000.0,7.0,Crime,France
Cry_Wolf,2005-09-16,10047674.0,1000000.0,5.6,Horror,US
Everything is Illuminated,2005-09-16,2697930.0,7000000.0,7.4,Comedy,US
Domino,2005-09-22,22944502.0,50000000.0,6.0,Action,France
Waiting...,2005-10-07,18637690.0,3000000.0,6.2,Comedy,US
Æon Flux,2005-11-30,52304001.0,62000000.0,5.4,Action,US
An Unfinished Life,2005-09-09,18618284.0,30000000.0,6.7,Drama,US
The Exorcism of Emily Rose,2005-09-09,144216468.0,19000000.0,6.3,Crime,US
Flightplan,2005-09-22,223387299.0,55000000.0,6.1,Thriller,US
Corpse Bride,2005-09-09,117195061.0,40000000.0,7.2,Romance,US
A History of Violence,2005-09-23,60740827.0,32000000.0,6.9,Drama,US
The Greatest Game Ever Played,2005-09-30,15431177.0,25000000.0,6.9,Drama,US
Into the Blue,2005-09-30,44434439.0,50000000.0,5.8,Action,US
Mirrormask,2005-01-25,866999.0,4000000.0,6.6,Fantasy,UK
The Curse of the Were-Rabbit,2005-09-04,192452832.0,30000000.0,6.8,Adventure,UK
Kiss Kiss Bang Bang,2005-09-05,15785148.0,15000000.0,7.2,Action,US
Goal!: The Dream Begins,2005-06-06,27610873.0,30000000.0,6.6,Drama,UK
The Wraith,1986-11-21,3500000.0,2700000.0,5.9,Romance,US
55 Days at Peking,1963-05-06,10000000.0,17000000.0,6.5,Action,US
The Squid and the Whale,2005-10-05,11098131.0,1500000.0,6.9,Comedy,US
Two for the Money,2005-10-07,30526509.0,35000000.0,5.9,Comedy,US
Elizabethtown,2005-10-06,52034889.0,57000000.0,6.1,Comedy,US
North Country,2005-02-12,25224242.0,35000000.0,6.9,Drama,US
"Good Night, and Good Luck.",2005-09-16,54600000.0,7000000.0,6.8,Drama,France
Shopgirl,2005-10-21,11588205.0,10284523.0,5.7,Comedy,US
Stay,2005-09-24,8342132.0,50000000.0,6.5,Mystery,US
Saw II,2005-10-28,152925093.0,4000000.0,6.3,Horror,US
Empire of the Wolves,2005-04-20,11875866.0,24000000.0,5.5,Action,France
Damnation Alley,1977-09-10,8720000.0,17000000.0,5.0,Action,US
Chicken Little,2005-11-04,314432665.0,150000000.0,5.6,Animation,US
Get Rich or Die Tryin',2005-11-09,46442528.0,40000000.0,6.3,Drama,US
Syriana,2005-11-23,94000000.0,50000000.0,6.3,Drama,US
Derailed,2005-11-11,57479076.0,22000000.0,6.1,Drama,UK
Pride & Prejudice,2005-09-16,121147947.0,28000000.0,7.8,Drama,France
Harry Potter and the Goblet of Fire,2005-11-05,895921036.0,150000000.0,7.5,Adventure,UK
Rent,2005-11-23,31670620.0,40000000.0,6.7,Drama,US
Zathura: A Space Adventure,2005-11-06,64321501.0,65000000.0,6.1,Family,US
"Yours, Mine & Ours",2005-11-23,72028752.0,45000000.0,5.7,Comedy,US
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,748806957.0,180000000.0,6.7,Adventure,UK
Memoirs of a Geisha,2005-12-06,162242962.0,85000000.0,7.3,Drama,US
The Three Burials of Melquiades Estrada,2005-11-17,12036149.0,15000000.0,7.0,Adventure,US
The Producers,2005-12-25,38058335.0,45000000.0,6.1,Comedy,US
Transamerica,2005-12-23,13350369.0,1000000.0,6.9,Drama,US
Rumor Has It...,2005-12-23,88933562.0,70000000.0,5.3,Comedy,US
Cheaper by the Dozen 2,2005-12-21,129181830.0,60000000.0,5.8,Comedy,US
Fun with Dick and Jane,2005-12-21,202026112.0,100000000.0,5.9,Comedy,US
Keeping Mum,2005-12-02,18564702.0,169000.0,6.5,Comedy,UK
The New World,2005-12-25,30536013.0,30000000.0,6.4,Drama,US
District B13,2004-11-09,9584131.0,12000000.0,6.5,Action,France
BloodRayne,2005-10-22,2405420.0,25000000.0,3.6,Action,US
Hostel,2005-01-06,80578934.0,4800000.0,5.7,Horror,US
Last Holiday,2006-01-13,38399961.0,45000000.0,6.4,Adventure,US
Hoodwinked!,2005-12-16,51053787.0,15000000.0,6.0,Animation,US
Underworld: Evolution,2006-01-12,111340801.0,50000000.0,6.4,Fantasy,US
Annapolis,2006-01-27,17496992.0,26000000.0,6.0,Drama,US
Big Momma's House 2,2006-01-26,138259062.0,40000000.0,5.4,Comedy,US
Nanny McPhee,2005-10-21,122489822.0,25000000.0,6.4,Fantasy,France
Dave Chappelle's Block Party,2005-09-12,11718595.0,3000000.0,6.5,Comedy,US
Curious George,2006-02-10,69834815.0,50000000.0,6.1,Adventure,US
Firewall,2006-02-10,82800000.0,45000000.0,5.6,Thriller,US
When a Stranger Calls,2006-02-03,66966987.0,15000000.0,5.4,Horror,US
Tamara,2005-05-12,206871.0,4750000.0,5.1,Fantasy,US
Freedomland,2006-02-17,14655628.0,37665000.0,5.2,Drama,US
Winter Passing,2006-02-07,113783.0,3500000.0,6.7,Comedy,US
Eight Below,2006-02-17,120455994.0,40000000.0,6.7,Adventure,US
Madea's Family Reunion,2006-02-24,57231524.0,6000000.0,6.0,Drama,US
Ultraviolet,2006-03-03,31070211.0,30000000.0,4.8,Science Fiction,US
Just My Luck,2006-05-12,38159905.0,28000000.0,5.8,Comedy,US
Pulse,2006-08-11,29907685.0,38000000.0,5.0,Horror,US
16 Blocks,2006-03-01,65664721.0,55000000.0,6.2,Action,US
Failure to Launch,2006-03-10,128406887.0,50000000.0,5.5,Comedy,US
Ice Age: The Meltdown,2006-03-23,660940780.0,80000000.0,6.5,Animation,US
She's the Man,2006-03-17,33889159.0,20000000.0,6.4,Comedy,US
Thank You for Smoking,2005-09-05,24793509.0,6500000.0,7.1,Comedy,US
Inside Man,2006-03-23,184376254.0,45000000.0,7.3,Crime,US
Leprechaun 2,1994-04-07,2260622.0,2000000.0,4.8,Comedy,US
The Hills Have Eyes,2006-03-10,69623713.0,15000000.0,6.1,Horror,France
The Shaggy Dog,2006-03-09,61112916.0,50000000.0,4.5,Comedy,US
Son of the Pink Panther,1993-01-01,2438031.0,25000000.0,3.8,Comedy,US
Take the Lead,2006-03-17,34742066.0,30000000.0,6.6,Music,US
Akeelah and the Bee,2006-04-28,18948425.0,8000000.0,6.7,Drama,US
Stay Alive,2006-03-24,27105095.0,9000000.0,5.3,Horror,US
Brick,2005-01-30,3919254.0,475000.0,6.8,Drama,US
ATL,2006-03-31,21170563.0,20000000.0,6.0,Drama,US
Renaissance,2006-03-16,1831348.0,18000000.0,6.7,Action,France
Friends with Money,2006-09-07,13368437.0,6500000.0,5.1,Comedy,US
Scary Movie 4,2006-04-13,178262620.0,45000000.0,5.3,Comedy,US
Hard Candy,2005-01-14,7022209.0,950000.0,6.8,Drama,US
The Sentinel,2006-04-19,77920346.0,60000000.0,5.8,Action,US
American Dreamz,2006-03-04,7314027.0,17000000.0,4.9,Comedy,US
United 93,2006-04-28,76286096.0,15000000.0,6.9,Drama,France
Down in the Valley,2005-05-13,852872.0,8000000.0,6.0,Drama,US
Over the Hedge,2006-04-22,343397247.0,80000000.0,6.3,Comedy,US
Poseidon,2006-05-12,181674817.0,160000000.0,5.5,Adventure,US
The Da Vinci Code,2006-05-17,767820459.0,125000000.0,6.5,Thriller,US
The Break-Up,2006-06-01,204999686.0,52000000.0,5.6,Romance,US
Twelve and Holding,2005-09-11,95687.0,400000.0,7.0,Drama,US
Cars,2006-06-08,461983149.0,120000000.0,6.6,Animation,US
The Lost City,2005-09-03,4386236.0,9600000.0,5.9,Drama,US
The Omen,2006-06-06,119188334.0,25000000.0,5.3,Drama,US
Nacho Libre,2006-06-16,80197993.0,32000000.0,5.6,Comedy,US
The Lake House,2006-06-16,114830111.0,40000000.0,6.5,Romance,US
Click,2006-06-22,237681299.0,82500000.0,6.0,Comedy,US
The Devil Wears Prada,2006-06-30,326551094.0,35000000.0,7.0,Comedy,US
Pirates of the Caribbean: Dead Man's Chest,2006-06-20,1065659812.0,200000000.0,7.0,Adventure,US
"You, Me and Dupree",2006-07-14,130431368.0,54000000.0,5.4,Comedy,US
Clerks II,2006-05-25,26888376.0,5000000.0,6.9,Comedy,US
Lady in the Water,2006-07-21,42285169.0,75000000.0,5.3,Drama,US
Marie Antoinette,2006-05-24,60474340.0,40000000.0,6.5,Drama,France
Who Killed the Electric Car?,2006-08-04,1678874.0,1000000.0,7.2,Documentary,US
An Inconvenient Truth,2006-01-24,46243000.0,1000000.0,6.7,Documentary,US
Superman Returns,2006-06-28,391081192.0,270000000.0,5.4,Adventure,US
Little Miss Sunshine,2006-07-26,100523181.0,8000000.0,7.5,Comedy,US
Curse of the Pink Panther,1983-08-12,4491986.0,11000000.0,3.6,Crime,UK
Babel,2006-09-08,135330182.0,25000000.0,6.9,Drama,France
Prophecy,1979-01-01,54000000.0,12000000.0,5.4,Horror,US
Little Man,2006-08-31,101595121.0,64000000.0,5.3,Comedy,US
Monster House,2006-07-21,140175006.0,75000000.0,6.3,Animation,US
Snakes on a Plane,2006-08-06,62022014.0,33000000.0,5.1,Action,US
Scoop,2006-07-27,31584901.0,4000000.0,6.4,Comedy,UK
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,162966177.0,72500000.0,6.2,Comedy,US
Night at the Museum,2006-10-20,574480841.0,110000000.0,6.4,Action,US
World Trade Center,2006-08-09,162945894.0,63000000.0,5.9,Drama,US
Stranger Than Fiction,2006-09-09,53653224.0,30000000.0,7.1,Comedy,US
The Pursuit of Happyness,2006-12-14,307077295.0,55000000.0,7.7,Drama,US
The Ant Bully,2006-07-27,55181129.0,50000000.0,5.5,Fantasy,US
Crank,2006-08-31,42931041.0,12000000.0,6.6,Action,US
Black Gold,2011-12-21,5446000.0,40000000.0,5.9,Adventure,France
Step Up,2006-08-11,114194847.0,12000000.0,6.7,Music,US
Zoom,2006-08-11,12506188.0,35000000.0,4.9,Family,US
Half Nelson,2006-08-11,4911725.0,700000.0,6.5,Drama,US
Accepted,2006-08-18,38505009.0,23000000.0,6.2,Comedy,US
The Queen,2006-09-15,123384128.0,15000000.0,6.8,Drama,France
Beerfest,2006-08-25,19179969.0,17500000.0,5.8,Comedy,US
The Wicker Man,2006-09-01,38755073.0,40000000.0,4.0,Mystery,US
The Quiet,2005-09-12,381420.0,900000.0,6.1,Drama,US
The Covenant,2006-09-08,37597471.0,20000000.0,5.2,Action,US
Sherrybaby,2006-09-08,622806.0,2000000.0,6.3,Drama,US
Idiocracy,2006-09-01,495303.0,30000000.0,6.3,Adventure,US
The Fountain,2006-09-06,15304890.0,35000000.0,6.8,Drama,US
The Science of Sleep,2006-02-11,9524340.0,6000000.0,6.8,Comedy,France
The Black Dahlia,2006-09-15,49111202.0,50000000.0,5.7,Drama,France
Gridiron Gang,2006-09-15,41480851.0,30000000.0,6.6,Action,US
Apocalypto,2006-12-07,120175290.0,40000000.0,7.3,Action,US
Flyboys,2006-09-22,17800000.0,60000000.0,6.3,Action,UK
Jackass Number Two,2006-09-22,72778712.0,11000000.0,6.4,Action,US
All the King's Men,2006-09-10,9450897.0,55000000.0,5.7,Drama,US
Conversations with Other Women,2006-06-07,973525.0,450000.0,6.2,Drama,UK
Borat,2006-11-01,261572744.0,18000000.0,6.5,Comedy,US
The Guardian,2006-09-28,55011732.0,70000000.0,6.8,Action,US
Open Season,2006-09-29,197309027.0,85000000.0,6.1,Adventure,US
School for Scoundrels,2006-09-29,17807569.0,20000000.0,5.6,Comedy,US
Employee of the Month,2006-10-06,38368909.0,12000000.0,5.4,Comedy,US
Running with Scissors,2006-10-27,6754898.0,12000000.0,5.8,Drama,US
The Grudge 2,2006-10-13,39143839.0,20000000.0,5.3,Horror,US
Man of the Year,2006-10-09,41237648.0,20000000.0,5.8,Comedy,US
The Marine,2006-10-13,22165608.0,20000000.0,5.0,Action,US
Infamous,2006-11-16,1151330.0,13000000.0,6.4,Drama,US
