age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
50,divorced,tertiary,no,100,yes,yes,157,1,299,3,failure,no
23,married,secondary,no,14,yes,yes,19,8,358,1,failure,no
33,married,secondary,no,1905,yes,no,39,1,301,2,success,no
39,divorced,secondary,no,807,yes,yes,69,1,260,6,failure,no
58,married,secondary,no,6004,yes,no,133,1,274,6,failure,no
35,married,secondary,no,1831,yes,no,96,2,358,2,failure,no
55,divorced,tertiary,no,2171,yes,yes,318,5,176,1,success,no
35,married,secondary,no,233,yes,no,66,1,176,1,failure,no
31,married,secondary,no,131,yes,no,294,1,370,1,failure,no
55,married,primary,no,-636,yes,no,15,5,348,3,failure,no
33,married,secondary,no,221,yes,no,669,1,355,4,failure,yes
33,divorced,tertiary,no,219,yes,no,93,1,301,1,failure,no
30,married,secondary,no,975,yes,no,256,2,351,2,failure,no
42,married,secondary,no,2157,yes,no,149,1,364,2,failure,no
50,married,primary,no,0,yes,no,131,1,364,2,failure,no
38,single,primary,no,3715,yes,no,41,2,327,17,failure,no
32,married,primary,no,50,yes,no,275,1,370,2,failure,no
28,divorced,secondary,no,451,yes,no,302,1,301,1,success,yes
41,single,primary,no,340,yes,no,262,1,349,1,failure,no
36,married,primary,no,828,no,no,1512,1,345,8,failure,yes
45,married,primary,no,58,yes,no,119,3,371,3,failure,no
32,single,secondary,no,2137,no,no,423,1,349,1,failure,no
50,married,primary,no,953,yes,no,315,1,364,2,failure,no
32,married,tertiary,no,1503,yes,yes,44,1,278,2,failure,no
43,divorced,tertiary,no,497,no,no,66,1,363,22,failure,no
33,married,secondary,no,350,yes,no,205,1,350,2,failure,no
34,single,secondary,no,2764,yes,no,158,1,357,1,failure,no
52,married,secondary,no,7180,yes,no,276,1,364,1,success,no
50,married,primary,no,246,yes,no,234,2,299,5,failure,no
39,married,primary,no,3419,yes,no,155,1,327,5,failure,no
27,divorced,secondary,no,0,yes,no,363,1,359,3,failure,no
42,single,secondary,no,1080,yes,yes,951,3,370,4,failure,yes
50,married,secondary,no,7317,yes,no,172,1,370,1,failure,no
27,single,secondary,no,268,yes,no,528,1,358,2,failure,no
38,single,secondary,no,18,no,no,296,1,366,6,failure,no
35,married,secondary,no,247,yes,yes,114,1,352,5,failure,no
35,married,secondary,no,34,yes,no,249,2,365,3,failure,no
52,married,secondary,no,33,no,yes,204,1,331,3,success,no
36,married,primary,no,413,yes,no,60,1,176,1,failure,no
42,married,primary,no,759,yes,no,80,1,343,10,failure,no
37,married,tertiary,no,596,yes,no,281,1,345,2,failure,no
29,single,tertiary,no,0,yes,no,155,1,351,1,failure,no
28,single,secondary,no,584,yes,no,354,1,370,2,failure,no
32,married,secondary,no,1779,yes,no,191,1,342,2,failure,no
35,married,secondary,no,577,no,no,55,1,364,1,failure,no
31,single,secondary,no,387,yes,no,228,2,370,1,failure,no
32,married,primary,no,309,yes,no,185,1,370,3,failure,no
44,married,primary,no,186,yes,no,152,1,370,1,failure,no
44,married,secondary,no,1311,yes,no,184,1,364,1,failure,no
35,married,primary,no,455,yes,no,573,7,327,3,failure,no
31,married,tertiary,no,623,yes,no,96,2,349,5,failure,no
37,married,tertiary,no,1852,no,no,117,2,370,1,failure,no
44,divorced,primary,no,25,yes,no,201,1,344,7,failure,no
43,married,secondary,no,171,yes,no,96,1,364,1,failure,no
25,single,tertiary,no,1954,yes,yes,66,1,351,1,failure,no
53,married,secondary,no,8892,yes,no,177,1,174,1,failure,no
34,single,tertiary,no,76,yes,no,747,2,371,3,failure,yes
47,divorced,tertiary,no,-49,yes,no,14,6,327,23,failure,no
36,divorced,secondary,no,52,yes,no,152,1,348,1,failure,no
50,married,primary,no,216,yes,no,137,1,369,2,failure,no
51,married,primary,no,3185,yes,no,154,1,174,2,failure,no
28,married,secondary,yes,65,yes,yes,165,1,300,1,failure,no
47,married,primary,no,-287,yes,no,201,1,348,3,failure,no
32,married,secondary,no,28,yes,no,88,1,370,1,failure,no
36,married,secondary,no,55,yes,no,38,2,369,4,failure,no
31,married,primary,no,1127,yes,no,43,1,349,1,failure,no
59,married,secondary,no,771,no,no,125,2,370,3,failure,no
36,married,tertiary,no,481,yes,no,215,1,175,3,failure,no
32,single,secondary,no,416,yes,no,290,1,176,2,failure,no
38,single,secondary,no,3344,yes,no,143,1,352,5,failure,no
40,married,secondary,no,-378,yes,yes,541,1,295,6,failure,no
34,married,secondary,no,7063,yes,no,309,1,350,9,failure,no
37,married,secondary,no,0,yes,no,54,1,300,1,failure,no
30,divorced,secondary,no,341,yes,no,54,1,174,1,success,no
41,married,secondary,no,158,yes,no,426,1,50,2,failure,no
44,divorced,secondary,no,338,yes,no,133,1,370,1,failure,no
33,married,secondary,no,162,yes,no,135,1,364,2,failure,no
30,married,secondary,no,396,yes,no,366,3,348,2,failure,yes
32,married,secondary,no,1670,no,no,223,1,299,2,failure,no
37,divorced,secondary,no,1040,yes,no,199,1,173,2,failure,no
47,married,primary,no,-169,no,yes,234,1,349,3,failure,no
43,divorced,secondary,no,484,yes,no,180,2,173,6,failure,no
34,married,secondary,no,0,yes,no,68,4,357,3,success,no
59,married,primary,no,-91,yes,no,239,1,369,5,failure,no
37,married,secondary,no,513,yes,no,134,1,362,3,failure,no
32,divorced,tertiary,no,1804,yes,no,122,1,355,1,failure,no
37,single,tertiary,no,0,yes,no,109,1,344,1,failure,no
37,married,secondary,no,198,yes,no,156,5,369,2,failure,no
30,married,primary,no,236,yes,no,44,1,364,1,failure,no
40,divorced,secondary,no,282,yes,no,240,1,300,1,failure,no
44,single,secondary,no,-228,yes,yes,38,1,362,2,failure,no
27,married,tertiary,no,79,yes,yes,201,1,369,3,failure,no
51,married,secondary,no,-13,yes,no,361,1,364,1,failure,no
35,single,tertiary,no,1396,yes,no,809,1,300,1,failure,yes
38,married,secondary,no,780,yes,no,262,1,343,5,failure,no
35,married,secondary,no,1546,yes,no,156,1,174,4,failure,no
39,married,secondary,no,4741,yes,no,166,1,338,10,failure,no
51,divorced,primary,no,-19,yes,no,829,1,296,11,failure,yes
35,married,secondary,no,0,yes,yes,291,8,293,1,failure,no
43,divorced,secondary,no,47,yes,yes,163,2,370,1,failure,no
36,single,tertiary,no,181,yes,no,159,2,278,4,failure,no
55,married,primary,no,1691,yes,no,358,2,174,1,failure,no
34,married,secondary,no,467,yes,no,195,2,357,2,failure,no
44,divorced,tertiary,no,388,yes,no,246,2,370,2,success,no
40,married,secondary,no,125,yes,no,119,2,370,1,failure,no
33,divorced,tertiary,no,5550,yes,no,124,2,278,4,failure,no
47,divorced,tertiary,no,846,yes,no,85,2,370,2,failure,no
37,single,tertiary,no,72,yes,no,98,2,370,1,failure,no
37,married,secondary,no,426,yes,no,323,3,345,3,failure,no
53,married,tertiary,no,-1112,yes,no,53,3,308,1,failure,no
33,married,primary,no,410,yes,no,396,2,355,2,failure,no
41,married,secondary,no,471,yes,no,954,2,293,4,success,yes
38,married,tertiary,no,0,yes,no,537,5,303,2,failure,no
57,divorced,tertiary,no,408,yes,no,402,2,351,1,failure,no
39,married,secondary,no,9618,yes,no,94,2,338,1,failure,no
44,single,secondary,no,33,yes,no,195,3,351,10,failure,no
37,married,secondary,no,-308,yes,no,168,4,310,11,failure,no
45,married,secondary,no,577,yes,no,154,2,350,3,failure,no
37,married,secondary,no,1328,yes,no,121,2,341,4,failure,no
42,married,secondary,no,-336,yes,no,318,3,303,2,failure,no
35,married,secondary,no,712,yes,yes,255,2,264,5,failure,no
39,single,tertiary,no,93,yes,yes,196,2,331,3,failure,no
60,divorced,secondary,no,0,yes,no,65,4,350,6,failure,no
47,married,primary,no,6150,yes,no,444,2,174,2,failure,no
46,married,primary,no,5461,yes,no,562,2,174,2,success,no
50,divorced,secondary,no,-54,yes,yes,698,2,292,1,failure,yes
49,married,secondary,no,2409,yes,no,272,4,293,2,failure,no
58,married,tertiary,no,4152,yes,no,76,7,13,6,success,no
57,married,secondary,no,25,yes,no,378,2,359,1,failure,no
46,married,tertiary,no,1103,yes,no,185,2,278,3,failure,no
42,divorced,tertiary,no,47,yes,no,222,2,370,1,failure,no
35,single,secondary,no,9,yes,no,84,2,364,2,failure,no
45,divorced,secondary,no,809,yes,no,155,2,363,4,failure,no
51,married,secondary,no,107,yes,no,99,2,369,4,failure,no
34,single,secondary,no,39,no,no,254,2,299,3,failure,no
51,married,primary,no,1203,yes,yes,25,4,350,7,failure,no
40,married,primary,no,104,yes,no,277,2,343,2,failure,no
37,married,secondary,no,68,yes,yes,151,2,351,1,failure,no
39,married,secondary,no,0,yes,no,513,3,176,2,failure,no
42,married,secondary,no,108,yes,yes,225,2,365,7,failure,no
32,married,secondary,no,335,yes,no,240,3,370,1,failure,no
35,married,primary,no,298,yes,no,135,2,370,2,failure,no
40,married,primary,no,830,yes,no,873,3,370,2,failure,yes
31,single,secondary,no,1510,yes,no,72,4,176,1,failure,no
38,single,secondary,no,1354,yes,no,364,2,343,4,failure,no
49,married,tertiary,no,4976,yes,no,36,9,173,1,failure,no
35,married,secondary,no,-255,yes,no,196,3,265,2,failure,no
32,married,secondary,no,-446,no,no,126,2,344,1,failure,no
42,divorced,secondary,no,83,no,no,300,5,358,6,failure,no
35,divorced,secondary,no,78,yes,no,630,3,371,3,failure,no
47,single,secondary,no,897,yes,no,48,4,176,2,failure,no
28,single,secondary,no,5,yes,no,178,2,360,3,failure,no
26,single,tertiary,no,130,yes,no,24,7,302,1,failure,no
31,married,tertiary,no,22546,yes,no,8,6,267,4,failure,no
32,married,secondary,no,822,yes,no,19,8,366,6,failure,no
47,married,secondary,no,120,yes,no,18,6,365,11,failure,no
39,married,tertiary,no,0,yes,no,11,15,261,38,failure,no
44,divorced,secondary,no,206,yes,no,78,1,365,1,failure,no
44,divorced,secondary,no,130,yes,no,263,1,371,1,failure,no
36,divorced,secondary,no,437,yes,no,722,2,344,1,success,yes
33,single,secondary,no,1615,yes,no,178,8,174,3,failure,no
49,married,secondary,no,-205,yes,yes,6,6,309,1,failure,no
34,married,secondary,no,529,yes,no,325,1,351,3,failure,no
33,single,secondary,no,223,yes,yes,15,11,352,4,failure,no
27,married,secondary,no,1028,yes,yes,580,1,329,1,failure,no
26,single,primary,no,619,yes,yes,720,1,352,1,failure,no
37,divorced,secondary,no,241,yes,no,189,1,371,1,failure,no
31,married,secondary,no,179,yes,no,365,1,351,1,failure,no
32,single,tertiary,no,13711,yes,no,638,1,175,3,success,no
52,married,secondary,no,2216,yes,yes,161,1,332,8,failure,no
32,single,secondary,no,-133,yes,no,119,1,352,2,failure,no
35,divorced,secondary,no,-566,yes,no,151,2,353,2,failure,no
39,married,secondary,no,49,yes,no,566,1,370,2,failure,no
29,single,secondary,no,25,yes,no,244,1,343,2,failure,no
31,married,secondary,no,125,yes,no,201,1,350,2,failure,no
31,single,tertiary,no,328,yes,no,414,1,175,1,failure,no
31,married,primary,no,554,yes,no,317,1,352,5,failure,no
44,married,secondary,no,500,yes,no,86,2,304,2,failure,no
32,married,secondary,no,1914,yes,no,532,1,358,1,failure,no
38,married,secondary,no,66,yes,no,51,1,365,7,failure,no
36,divorced,secondary,no,869,yes,no,102,1,350,1,failure,no
43,married,secondary,no,117,yes,no,73,1,370,1,failure,no
56,married,primary,no,828,yes,no,214,1,349,1,failure,no
26,single,secondary,no,66,yes,no,451,1,339,3,failure,no
31,single,tertiary,no,17924,yes,no,745,1,174,3,failure,yes
55,divorced,primary,no,8180,no,no,854,2,360,1,failure,yes
44,single,secondary,no,275,yes,no,7,5,367,4,failure,no
37,married,secondary,no,720,yes,no,365,6,36,3,failure,no
40,married,secondary,no,270,yes,no,255,2,345,1,failure,no
43,married,primary,no,62,yes,no,133,1,300,3,failure,no
35,married,secondary,no,3863,yes,no,125,1,175,1,failure,no
35,single,tertiary,no,-146,yes,no,279,1,266,1,failure,no
35,single,secondary,no,4963,yes,no,456,1,300,1,failure,yes
31,married,secondary,no,8781,yes,no,680,1,177,1,success,yes
28,married,secondary,no,373,yes,no,10,9,344,1,failure,no
29,married,secondary,no,6429,yes,yes,535,1,352,2,failure,no
38,single,secondary,no,1211,yes,no,498,1,358,1,success,no
53,divorced,primary,no,146,yes,no,149,1,370,1,failure,no
50,married,secondary,no,-581,yes,no,877,2,345,5,failure,no
48,divorced,secondary,no,-407,yes,no,210,2,352,1,failure,no
54,married,secondary,no,1139,yes,no,155,1,177,7,failure,no
31,single,secondary,no,183,yes,no,258,1,300,1,success,no
55,married,primary,no,366,yes,no,161,1,364,1,failure,no
29,single,tertiary,no,21,yes,no,107,4,371,3,failure,no
48,married,primary,no,214,yes,yes,307,1,177,2,failure,yes
42,single,primary,no,22,yes,no,116,4,365,1,failure,no
25,single,secondary,no,963,yes,no,230,4,301,1,failure,no
55,married,secondary,no,785,yes,no,47,1,370,2,failure,no
42,married,secondary,no,718,yes,no,201,2,365,2,failure,no
33,married,secondary,no,687,yes,no,72,2,370,1,failure,no
30,single,secondary,no,43,yes,no,91,1,370,2,failure,no
40,married,primary,no,3705,yes,no,23,1,332,1,failure,no
30,married,secondary,no,15,yes,yes,524,1,370,2,failure,no
46,married,secondary,no,431,yes,no,157,4,367,1,failure,no
60,married,secondary,no,1407,yes,no,112,1,370,1,failure,no
34,married,secondary,no,175,yes,no,50,2,364,2,failure,no
29,married,secondary,no,231,no,no,1075,1,14,1,failure,yes
37,divorced,secondary,no,5957,yes,no,64,3,177,2,failure,no
41,married,secondary,no,580,yes,no,874,1,363,1,failure,yes
31,single,secondary,no,7567,no,no,287,1,276,2,failure,no
51,single,secondary,no,708,yes,no,391,1,364,1,failure,no
26,single,tertiary,no,468,yes,no,221,2,364,1,failure,no
47,married,secondary,no,1934,no,yes,225,1,364,1,failure,no
36,married,secondary,no,1825,yes,no,24,1,346,1,failure,no
36,single,secondary,no,-206,yes,no,419,1,360,4,failure,no
42,married,tertiary,no,171,yes,no,135,1,176,5,failure,no
45,married,primary,no,276,yes,yes,586,1,364,1,failure,no
34,married,tertiary,no,273,yes,no,492,1,175,2,failure,yes
39,married,secondary,no,-220,yes,no,282,1,352,2,failure,no
33,single,primary,no,60,yes,no,74,1,290,2,failure,no
33,single,tertiary,no,-149,yes,no,111,1,296,3,failure,no
33,single,secondary,no,287,yes,no,97,1,358,8,failure,no
31,single,secondary,no,23,yes,no,97,1,370,1,failure,no
44,married,primary,no,1342,yes,yes,112,2,370,2,failure,no
53,married,tertiary,no,261,yes,no,154,2,336,2,failure,no
36,divorced,tertiary,no,1354,yes,no,1723,1,356,2,success,yes
52,divorced,tertiary,no,482,yes,no,162,4,365,1,failure,no
42,single,primary,no,1179,yes,no,136,1,337,4,failure,no
48,divorced,secondary,no,65,yes,no,146,1,370,1,failure,no
33,married,secondary,no,249,yes,no,7,7,287,4,failure,no
28,married,secondary,no,58,yes,no,16,6,351,1,failure,no
35,divorced,secondary,no,221,yes,no,150,1,360,1,failure,no
27,married,secondary,no,-330,yes,yes,88,1,353,2,failure,no
45,married,secondary,no,87,yes,no,96,1,360,3,failure,no
34,single,tertiary,no,28,yes,no,175,1,358,2,failure,no
38,married,tertiary,no,89,yes,no,71,1,360,10,failure,no
23,single,secondary,no,650,yes,no,136,1,367,4,failure,no
56,married,secondary,no,-256,yes,yes,92,1,370,2,failure,no
39,single,primary,no,-100,yes,no,159,1,358,2,failure,no
35,single,tertiary,no,478,yes,no,107,1,265,2,failure,no
47,married,primary,no,881,yes,no,143,1,370,2,failure,no
46,married,secondary,no,130,yes,no,106,1,349,1,failure,no
32,married,tertiary,no,15,no,no,226,1,346,1,failure,no
25,single,secondary,no,1235,yes,yes,64,1,349,3,failure,no
28,married,tertiary,no,335,yes,no,256,1,322,3,success,no
42,divorced,primary,no,1563,yes,no,164,2,364,1,failure,no
43,married,primary,no,2567,yes,no,109,1,360,2,failure,no
35,divorced,secondary,no,336,yes,no,191,1,346,2,failure,yes
32,single,tertiary,no,499,yes,no,182,1,339,2,failure,no
40,single,primary,no,-79,no,no,396,1,370,1,failure,no
35,married,secondary,no,222,yes,no,165,5,177,7,failure,no
36,single,secondary,no,-267,yes,no,99,7,352,1,failure,no
31,single,tertiary,no,0,yes,yes,117,3,352,3,failure,no
29,single,secondary,no,891,yes,no,172,2,352,1,failure,no
40,married,primary,no,105,yes,no,143,2,370,2,failure,no
35,single,primary,no,246,no,no,157,2,345,5,failure,no
37,married,secondary,no,561,yes,no,632,1,339,2,failure,no
40,single,tertiary,no,2258,yes,no,115,3,287,2,failure,no
57,single,primary,no,739,yes,no,172,2,364,1,failure,no
31,single,secondary,no,953,yes,no,479,1,346,2,success,yes
43,married,primary,no,479,yes,no,293,2,370,2,failure,no
38,married,secondary,no,1407,yes,no,169,3,174,7,failure,no
49,married,secondary,no,1039,yes,no,156,2,178,1,failure,no
59,married,primary,no,5788,no,no,56,2,350,2,failure,no
33,married,secondary,no,43,yes,no,332,2,358,2,failure,no
32,single,secondary,yes,-575,yes,no,24,6,346,9,failure,no
33,single,primary,no,405,yes,no,99,4,353,1,failure,no
29,married,secondary,no,64,yes,no,444,2,366,3,failure,no
50,divorced,secondary,no,124,yes,yes,367,2,289,19,failure,no
37,married,primary,no,2079,yes,yes,299,1,360,2,failure,no
27,single,secondary,no,218,yes,no,1462,2,352,1,failure,no
38,married,secondary,no,1731,yes,yes,162,2,350,4,failure,no
31,married,primary,no,392,yes,no,465,2,360,1,failure,no
27,married,secondary,no,806,yes,no,304,2,332,21,failure,no
55,married,primary,no,338,yes,no,8,4,300,5,failure,no
43,married,secondary,no,30,no,no,60,5,371,2,failure,no
31,married,tertiary,no,233,yes,no,241,2,365,10,failure,no
31,married,secondary,no,581,yes,no,303,3,174,3,failure,no
41,single,secondary,no,200,yes,no,353,6,373,2,failure,no
39,single,secondary,no,-143,yes,no,93,2,349,7,failure,no
54,married,secondary,no,-135,yes,no,152,3,370,2,failure,no
30,single,secondary,no,315,yes,no,884,3,346,4,failure,yes
56,married,primary,no,309,yes,no,198,2,367,4,failure,no
35,married,secondary,no,650,yes,no,241,2,349,2,failure,no
55,married,primary,no,-219,yes,no,427,2,364,4,failure,no
30,single,tertiary,no,303,yes,no,176,2,365,4,failure,no
46,divorced,tertiary,no,24598,yes,no,118,4,374,3,failure,no
26,single,secondary,no,681,yes,no,336,2,322,3,failure,no
41,divorced,secondary,no,783,yes,yes,135,3,363,2,failure,no
35,married,secondary,no,911,yes,no,136,2,175,7,failure,no
36,married,primary,no,994,yes,no,154,2,356,8,success,no
47,married,primary,no,-169,yes,yes,172,2,310,1,failure,no
40,married,primary,no,2805,yes,no,173,6,353,23,failure,no
55,divorced,secondary,no,-288,yes,no,62,4,352,2,failure,no
47,single,primary,no,355,yes,no,144,3,366,1,failure,no
42,married,secondary,no,343,yes,no,33,7,365,7,failure,no
31,single,tertiary,no,2030,yes,no,168,2,351,2,failure,no
49,married,primary,no,584,yes,no,167,6,365,1,failure,no
46,married,primary,no,1291,yes,no,142,3,259,17,failure,no
48,married,primary,no,430,no,no,340,3,371,8,failure,no
39,single,secondary,no,522,yes,no,225,7,350,2,failure,no
38,married,secondary,no,215,yes,no,115,2,175,2,failure,no
42,married,primary,no,191,yes,no,382,3,371,1,failure,no
29,married,secondary,no,59,yes,yes,100,3,356,2,failure,no
52,married,tertiary,no,751,no,no,165,4,371,5,failure,no
36,single,secondary,no,568,yes,no,140,3,364,2,failure,no
35,married,primary,no,-167,yes,no,195,3,359,1,failure,no
33,married,secondary,no,101,yes,no,235,2,361,4,failure,no
26,single,secondary,no,787,yes,no,68,2,371,1,failure,no
30,divorced,tertiary,no,317,yes,no,165,3,294,5,failure,no
40,married,tertiary,no,602,yes,no,145,4,360,7,failure,no
39,married,secondary,no,164,yes,no,26,6,373,2,failure,no
42,married,secondary,no,146,yes,yes,670,4,346,1,failure,yes
57,married,secondary,no,530,yes,no,10,7,360,7,failure,no
47,married,secondary,no,175,yes,no,236,4,262,7,failure,no
30,single,tertiary,no,872,yes,no,61,1,298,2,failure,no
42,married,secondary,no,680,yes,no,306,4,365,2,failure,no
30,single,secondary,yes,28,yes,no,778,5,301,1,failure,no
27,married,primary,no,500,yes,no,16,6,365,6,failure,no
32,married,secondary,no,-538,no,yes,233,1,353,1,failure,no
43,married,tertiary,no,28,yes,no,136,1,176,1,failure,no
36,single,tertiary,no,577,yes,no,33,1,298,1,failure,no
31,single,secondary,no,0,yes,no,56,1,176,1,failure,no
28,married,secondary,no,511,yes,no,274,1,319,5,failure,no
44,single,primary,no,36,yes,no,551,1,371,2,failure,yes
25,married,secondary,no,541,yes,no,607,1,344,4,failure,no
34,divorced,secondary,no,176,yes,no,67,1,368,5,failure,no
21,married,primary,no,-172,yes,yes,409,1,361,3,failure,yes
47,divorced,secondary,no,1480,yes,no,144,1,365,1,failure,no
41,divorced,secondary,no,793,yes,no,123,1,365,1,failure,no
51,married,tertiary,no,0,yes,no,60,1,343,7,failure,no
34,married,secondary,no,-257,yes,no,160,1,368,4,failure,no
56,single,secondary,no,-40,yes,no,311,1,368,2,failure,yes
23,single,primary,no,3198,yes,no,224,1,352,2,failure,no
33,single,tertiary,no,7419,yes,no,21,8,331,29,failure,no
33,single,tertiary,no,849,yes,no,128,2,291,5,failure,no
57,married,tertiary,no,334,yes,no,169,2,365,2,failure,no
26,married,secondary,no,77,yes,no,619,1,340,4,failure,yes
35,single,primary,no,85,no,no,213,1,364,1,failure,no
31,married,secondary,no,122,yes,no,49,1,364,1,failure,no
39,married,secondary,no,1102,yes,no,124,1,357,3,failure,no
29,married,secondary,no,368,yes,no,345,1,310,7,failure,no
40,married,secondary,no,192,yes,yes,16,8,351,5,failure,no
38,divorced,tertiary,no,4312,no,no,67,4,175,6,failure,no
60,divorced,secondary,no,174,yes,no,241,1,364,1,failure,no
42,single,primary,no,156,yes,no,7,4,371,5,failure,no
57,divorced,primary,no,179,yes,no,67,1,368,2,failure,no
34,single,tertiary,no,11350,yes,no,153,1,176,1,failure,no
33,married,secondary,no,1996,yes,no,72,2,178,1,failure,no
37,divorced,secondary,no,-59,yes,no,169,1,352,1,failure,no
34,single,tertiary,no,4782,yes,no,160,1,277,1,failure,no
33,divorced,secondary,no,1156,yes,no,612,1,177,2,failure,no
37,married,secondary,no,222,yes,no,7,6,357,1,failure,no
32,single,tertiary,no,388,yes,no,58,1,266,2,failure,no
28,single,secondary,no,769,yes,no,153,1,371,2,failure,no
50,married,primary,no,226,yes,no,98,1,330,5,failure,no
35,married,primary,no,712,yes,no,192,1,347,3,failure,no
24,single,primary,no,145,yes,no,520,1,345,1,failure,no
31,married,primary,no,290,yes,no,148,1,291,3,failure,no
33,married,secondary,no,217,yes,yes,132,5,304,5,failure,no
27,married,secondary,no,484,yes,no,210,1,361,2,failure,no
43,married,secondary,no,-1,yes,no,51,1,311,2,failure,no
36,single,tertiary,no,391,yes,no,185,1,350,8,failure,no
31,single,secondary,no,178,yes,no,415,1,360,5,failure,no
31,single,tertiary,no,699,yes,no,282,4,277,4,failure,no
47,married,secondary,no,1474,yes,no,77,1,368,3,failure,no
30,single,secondary,yes,-228,yes,no,101,1,371,1,failure,no
31,married,tertiary,no,-256,yes,no,272,1,365,5,failure,no
33,single,secondary,no,1211,yes,no,39,1,361,4,failure,no
45,married,tertiary,no,-497,yes,yes,217,1,176,1,failure,no
51,divorced,primary,no,94,yes,no,77,1,297,4,failure,no
35,divorced,secondary,no,534,no,no,669,1,312,3,failure,yes
42,divorced,secondary,no,-106,yes,no,495,1,347,3,failure,no
32,single,secondary,no,2597,yes,no,233,1,368,1,failure,no
28,single,tertiary,no,1372,no,no,48,4,298,1,failure,no
27,married,tertiary,no,1531,yes,no,187,1,367,4,failure,no
35,married,tertiary,no,1265,yes,no,326,5,179,4,failure,yes
32,single,tertiary,no,1531,yes,no,58,1,352,5,failure,no
37,single,primary,no,851,yes,no,151,1,352,1,failure,no
31,single,tertiary,no,4561,yes,no,301,1,274,2,failure,no
26,single,secondary,no,276,yes,no,106,1,368,4,failure,no
33,married,primary,no,1138,yes,yes,122,2,343,4,failure,no
26,single,tertiary,no,641,yes,no,55,1,368,1,failure,no
35,single,secondary,no,705,yes,yes,177,1,361,3,failure,no
53,single,primary,no,210,yes,no,984,1,368,1,failure,no
31,married,secondary,no,685,yes,no,552,1,329,3,failure,yes
32,single,secondary,no,-341,no,no,339,1,345,3,failure,no
29,single,secondary,no,710,yes,yes,51,1,345,2,failure,no
35,single,secondary,no,-89,yes,no,75,1,368,1,failure,no
56,married,secondary,no,276,yes,no,301,1,368,1,failure,no
27,single,secondary,no,-74,yes,no,151,1,345,1,failure,no
32,single,secondary,no,1987,yes,no,36,2,176,2,failure,no
39,married,secondary,no,3165,yes,no,56,1,368,2,failure,no
23,married,secondary,no,-295,yes,no,411,1,323,2,failure,no
29,single,secondary,no,213,yes,no,174,1,361,1,failure,no
28,single,secondary,no,-267,yes,no,145,2,329,4,failure,no
25,single,secondary,no,171,yes,no,178,1,359,2,failure,no
35,divorced,tertiary,no,8903,yes,no,171,1,175,6,failure,no
45,married,primary,no,900,yes,no,26,1,340,1,failure,no
33,single,secondary,no,-198,yes,no,256,1,359,3,success,no
58,married,primary,no,260,yes,no,71,5,364,3,failure,no
32,married,secondary,no,2,yes,no,16,9,309,1,failure,no
41,married,tertiary,no,526,yes,no,229,5,268,4,failure,no
29,married,secondary,no,6567,yes,no,792,2,298,1,failure,yes
25,married,secondary,no,691,yes,no,333,1,330,2,failure,no
34,married,secondary,no,2994,yes,no,358,1,176,1,failure,no
39,married,secondary,no,2139,yes,no,576,4,371,1,failure,yes
44,married,secondary,no,167,yes,no,79,2,373,1,failure,no
53,divorced,tertiary,no,50,yes,no,669,1,337,3,failure,yes
27,married,secondary,no,311,yes,no,50,1,352,1,failure,no
39,married,secondary,no,680,yes,no,135,1,361,2,failure,no
33,married,primary,no,142,yes,no,87,1,368,1,failure,no
29,single,primary,no,722,yes,no,78,1,359,1,failure,no
32,single,secondary,no,6042,yes,no,183,1,361,1,failure,no
49,divorced,secondary,no,132,yes,no,98,1,350,1,failure,no
54,married,secondary,no,582,yes,no,693,5,372,2,failure,yes
29,single,tertiary,no,80,yes,no,15,5,361,1,failure,no
34,married,secondary,no,-285,yes,no,192,1,276,3,failure,no
28,single,secondary,no,217,yes,no,238,2,372,1,failure,no
39,married,secondary,no,-650,no,no,123,2,364,1,failure,no
52,married,primary,no,134,yes,no,81,2,295,3,failure,no
37,single,secondary,no,1175,yes,no,102,1,333,2,failure,no
29,married,secondary,no,339,yes,no,63,3,354,2,failure,no
41,married,tertiary,no,6000,yes,no,217,6,178,1,failure,no
32,married,primary,no,2198,no,no,463,1,175,4,failure,no
30,married,primary,no,95,yes,no,220,2,298,1,failure,no
39,single,secondary,no,12,yes,no,500,2,352,2,failure,no
41,single,secondary,no,2002,yes,no,172,2,350,1,failure,no
58,married,primary,no,5431,yes,yes,327,3,374,1,failure,no
41,divorced,secondary,no,2550,yes,no,894,2,347,2,failure,no
31,married,secondary,no,728,yes,yes,152,1,352,4,failure,no
28,single,secondary,no,-215,yes,no,188,1,360,3,failure,no
50,single,primary,no,181,yes,no,119,4,372,3,failure,no
33,married,secondary,no,1,yes,no,67,4,178,3,failure,no
41,married,secondary,no,2399,yes,no,303,2,351,2,failure,no
39,married,primary,no,315,yes,no,259,3,353,3,failure,no
25,single,secondary,no,507,yes,no,832,1,367,3,failure,yes
23,single,primary,no,8627,yes,no,169,1,346,1,failure,no
21,single,secondary,no,66,yes,no,31,1,330,2,failure,no
28,single,tertiary,no,372,yes,yes,201,3,294,2,success,no
44,married,primary,no,-101,yes,no,679,1,366,4,failure,yes
27,single,secondary,no,940,yes,no,141,1,343,3,failure,no
41,divorced,secondary,no,2540,yes,no,82,2,366,1,failure,no
48,married,secondary,no,480,yes,no,830,1,352,2,failure,yes
